bank_id,application_id,account_number_masked,ifsc,bank_name,verification_status
BNK965300,APP01038032,XXXXXXXX8825,HNJD0880079,Kotak Mahindra Bank,Verified
BNK735964,APP68754969,XXXXXXXX3279,LDBK0385055,ICICI BANK,verified
BNK616153,APP63635046,XXXXXXXX9216,SKYP0442981,axis bank,Verified
BNK915380,APP04950202,XXXXXXXX1846,MYGB0120658,S.B.I.,verified
BNK225626,APP46840918,XXXXXXXX6380,YASL0649574,HDFC Bank,Verified
BNK918969,APP72198405,XXXXXXXX6407,DOGQ0213152,hdfc bank,verified
BNK039404,APP95258463,XXXXXXXX9914,ATXK0331138,PNB,Verified
BNK239368,APP54759428,XXXXXXXX4306,UXER0222322,Kotak Mahindra,verified
BNK262073,APP45023868,XXXXXXXX1554,AOZN0210605,kotak bank,verified
BNK471940,APP25616985,XXXXXXXX2902,FOYG0012617,PNB,verified
BNK776502,APP71515411,XXXXXXXX7668,YABB0940964,S.B.I.,Verified
BNK778015,APP28096219,XXXXXXXX3120,JGHV0595716,Icici Bank Ltd,verified
BNK898326,APP46912258,XXXXXXXX3621,BMUE0834124,S.B.I.,Verified
BNK627280,APP25207182,XXXXXXXX0139,ZXKH0702327,HDFC Bank,Verified
BNK805819,APP73889585,XXXXXXXX7979,GZTS0763315,HDFC Bank,Verified
BNK962386,APP79637169,XXXXXXXX1299,YDHV0077135,icici bank,verified
BNK712353,APP59259749,XXXXXXXX1895,UFNT0220698,PNB,verified
BNK820720,APP10811703,XXXXXXXX6393,wefw0607811,hdfc bank,Verified
BNK675232,APP88785136,XXXXXXXX5392,UQYS0174283,AXIS BANK,Verified
BNK149611,APP28437407,XXXXXXXX2881,TBMG0227618,State Bank of India,Verified
BNK302861,APP69051160,XXXXXXXX2488,XKXU0303126,Hdfc bank Ltd,verified
BNK266556,APP90763575,XXXXXXXX2627,UWJX0007756,HDFC BANK,Verified
BNK374834,APP19141196,XXXXXXXX0724,ZFPK0087622,State Bank of India,Verified
BNK031270,APP00224037,XXXXXXXX2526,GAPZ0192693,kotak bank,Verified
BNK812734,APP90094556,XXXXXXXX3613,ffvy0135600,Axis Bank,Verified
BNK738450,APP63322855,XXXXXXXX1773,VWWV0730994,SBI,verified
BNK260730,APP50985503,XXXXXXXX2235,VUQB0661671,Icici Bank Ltd,verified
BNK337229,APP50712628,XXXXXXXX6828,QBIB0475420,Kotak Mahindra Bank,Verified
BNK856745,APP52443723,XXXXXXXX7761,TSUJ0926137,ICICI Bank,verified
BNK984152,APP93500078,XXXXXXXX1548,XQQZ0392739,PNB,verified
BNK517076,APP00441023,XXXXXXXX7356,RWXU0046143,Kotak Mahindra,Verified
BNK273388,APP96067191,XXXXXXXX6529,HQQP0021113,axis bank,verified
BNK956734,APP54967697,XXXXXXXX7741,SREV0571663,punjab national bank,verified
BNK341982,APP60752355,XXXXXXXX3536,FEML0126008,Punjab National Bank,verified
BNK096188,APP52582256,XXXXXXXX7585,MUAO0379889,HDFC Bank,Verified
BNK081589,APP67182739,XXXXXXXX6870,YWCY0578786,SBI,verified
BNK390848,APP14464434,XXXXXXXX9903,ITUS0989651,hdfc bank,verified
BNK815188,APP79504923,XXXXXXXX2181,OIBI0748501,Punjab National Bank,verified
BNK625741,APP62167603,XXXXXXXX7604,KKHK0014148,PNB,Verified
BNK158934,APP43904464,XXXXXXXX1186,WYES0988557,Kotak Mahindra Bank,verified
BNK188355,APP78191359,XXXXXXXX5655,MXRI0976147,icici bank,Verified
BNK712028,APP14709764,XXXXXXXX8776,TLCR0532360,ICICI Bank,verified
BNK544699,APP48032940,XXXXXXXX7913,MDNH0841226,Kotak Mahindra Bank,verified
BNK056354,APP03497118,XXXXXXXX0313,EQKZ0219069,Axis Bank,verified
BNK359071,APP17300957,XXXXXXXX1455,XKZA0336012,Kotak Mahindra Bank,Verified
BNK693013,APP85456382,XXXXXXXX6451,THAQ0680871,Kotak Mahindra Bank,verified
BNK671550,APP08121536,XXXXXXXX9602,WZNF0902197,Kotak Mahindra,Verified
BNK680968,APP71888155,XXXXXXXX6129,BSSK0093881,Icici Bank Ltd,verified
BNK277911,APP97718064,XXXXXXXX2864,RTYE0894148,ICICI Bank,Verified
BNK280268,APP50574823,XXXXXXXX4896,SLTI0408505,state bank of india,Verified
BNK896997,APP54956620,XXXXXXXX0305,IIFO0165259,State Bank of India,verified
BNK816593,APP37425197,XXXXXXXX4917,VZHA0756243,kotak bank,Verified
BNK733407,APP50000018,XXXXXXXX4890,womo0194047,Axis Bank,Verified
BNK325190,APP11955911,XXXXXXXX2646,ZHHP0733191,Icici Bank Ltd,verified
BNK287376,APP86181212,XXXXXXXX3071,gynn0475055,axis bank,verified
BNK176860,APP32209384,XXXXXXXX1347,UTND0748603,Axis Bank,Verified
BNK024814,APP95554481,XXXXXXXX1122,HWLM0814076,state bank of india,Verified
BNK024953,APP67641891,XXXXXXXX1567,TAIW0928457,hdfc bank,Verified
BNK249196,APP53247094,XXXXXXXX3034,PEPV0876495,SBI,verified
BNK946758,APP69305824,XXXXXXXX0313,ECES0709495,kotak bank,Verified
BNK647993,APP14204859,XXXXXXXX4479,HMOZ0794049,kotak bank,Verified
BNK348967,APP72578668,XXXXXXXX5730,XGKH0881789,S.B.I.,Verified
BNK114514,APP20825401,XXXXXXXX9015,CWMV0588739,Kotak Mahindra Bank,verified
BNK871836,APP48548204,XXXXXXXX4748,ULQV0889061,Kotak Mahindra,verified
BNK004730,APP28239777,XXXXXXXX2357,OERO0807617,hdfc bank,Verified
BNK500496,APP69740377,XXXXXXXX1890,lwls0055220,PNB,Verified
BNK496370,APP17471771,XXXXXXXX6244,CPLO0650899,hdfc bank,Verified
BNK111741,APP73831449,XXXXXXXX9013,KPDQ0302666,icici bank,verified
BNK741242,APP77238668,XXXXXXXX3767,RHUB0884725,Kotak Mahindra,verified
BNK998896,APP84651147,XXXXXXXX1355,PIQO0868789,kotak bank,Verified
BNK192577,APP17325088,XXXXXXXX6351,VNLI0528286,PNB,Verified
BNK628391,APP21667453,XXXXXXXX5075,EZTG0492134,Icici Bank Ltd,Verified
BNK485363,APP21221704,XXXXXXXX5121,ISOL0472625,SBI,Verified
BNK168299,APP78708963,XXXXXXXX2616,GJVB0593301,Punjab National Bank,verified
BNK353008,APP08886195,XXXXXXXX2616,YBXP0936895,PNB,Verified
BNK729848,APP77021384,XXXXXXXX5566,QUCT0626566,Punjab National Bank,Verified
BNK477568,APP22738769,XXXXXXXX7755,LOXW0692209,State Bank of India,verified
BNK802554,APP24853098,XXXXXXXX5766,MILB0881020,kotak bank,verified
BNK259380,APP30943069,XXXXXXXX1908,YTBU0174918,kotak bank,verified
BNK465978,APP76352708,XXXXXXXX6437,ZLKY0972182,AXIS BANK,Verified
BNK041738,APP83894366,XXXXXXXX7912,GECQ0761198,HDFC Bank,verified
BNK420978,APP18234658,XXXXXXXX2465,PNYP0539766,Kotak Mahindra Bank,verified
BNK977673,APP67669743,XXXXXXXX7388,VTNT0005761,Punjab National Bank,Verified
BNK409725,APP31502073,XXXXXXXX2153,VFYU0091473,HDFC Bank,Verified
BNK912140,APP52338711,XXXXXXXX9517,TQOJ0652051,State Bank of India,verified
BNK766365,APP50429678,XXXXXXXX4780,AJYD0497410,S.B.I.,verified
BNK009611,APP51090089,XXXXXXXX0027,LOZH0176621,hdfc bank,Verified
BNK529261,APP37390258,XXXXXXXX2394,EYFZ0286098,Hdfc bank Ltd,verified
BNK395593,APP90493382,XXXXXXXX7502,KYJN0411203,SBI,Verified
BNK682020,APP56186601,XXXXXXXX5697,WDET0162026,S.B.I.,Verified
BNK639351,APP82156011,XXXXXXXX2205,LACS0612390,Axis Bank,verified
BNK667802,APP21715858,XXXXXXXX5637,UEKU0924735,hdfc bank,Verified
BNK829504,APP46463859,XXXXXXXX3683,GRRT0759695,SBI,Verified
BNK313478,APP97115825,XXXXXXXX2315,vewt0867958,ICICI BANK,Verified
BNK432381,APP03516472,XXXXXXXX5589,UNVJ0668672,State Bank of India,Verified
BNK592113,APP50559259,XXXXXXXX9008,DIOT0761617,AXIS BANK,Verified
BNK763926,APP90028715,XXXXXXXX4162,GLFS0815143,SBI,verified
BNK029395,APP40159724,XXXXXXXX2740,ZPBR0364478,icici bank,Verified
BNK292030,APP54105668,XXXXXXXX1245,WTLH0201382,axis bank,verified
BNK751261,APP17936970,XXXXXXXX8842,TWNQ0663261,SBI,Verified
BNK444344,APP24488567,XXXXXXXX2089,KVNI0496796,Icici Bank Ltd,Verified
BNK498477,APP77264739,XXXXXXXX0195,OMAX0613670,kotak bank,verified
BNK631289,APP82244545,XXXXXXXX6662,PKAA0035607,state bank of india,Verified
BNK849237,APP45204936,XXXXXXXX1549,BPFP0446988,Punjab National Bank,verified
BNK611220,APP12316782,XXXXXXXX6016,BRIP0913695,Axis Bank,Verified
BNK570472,APP06120708,XXXXXXXX5270,URQT0005028,Punjab National Bank,verified
BNK975692,APP50193397,XXXXXXXX2489,YZRS0850127,kotak bank,Verified
BNK037844,APP44896976,XXXXXXXX9889,PSBB0285163,Punjab National Bank,Verified
BNK033111,APP05248075,XXXXXXXX9070,SINV0221441,PNB,Verified
BNK552264,APP59840357,XXXXXXXX8858,DKHY0171265,SBI,Verified
BNK112311,APP18225134,XXXXXXXX2001,AMZU0131562,Kotak Mahindra Bank,verified
BNK534386,APP57832943,XXXXXXXX2403,EZXP0735071,axis bank,verified
BNK590167,APP65245309,XXXXXXXX2115,PCWY0672460,icici bank,Verified
BNK593230,APP71710033,XXXXXXXX9188,BNKJ0681903,Punjab National Bank,verified
BNK349411,APP36997310,XXXXXXXX5945,MMLB0703401,HDFC BANK,Verified
BNK188631,APP40235295,XXXXXXXX5512,KXBA0976458,SBI,verified
BNK359843,APP14763577,XXXXXXXX8157,BPDE0550182,Hdfc bank Ltd,verified
BNK508659,APP21017844,XXXXXXXX5280,BFDO0869949,axis bank,Verified
BNK381081,APP94308229,XXXXXXXX7106,VNPD0151531,S.B.I.,verified
BNK861236,APP95007362,XXXXXXXX0352,MUBS0499657,SBI,verified
BNK720322,APP83864882,XXXXXXXX1333,THBM0456050,SBI,verified
BNK350744,APP93348301,XXXXXXXX9784,HFCM0278513,SBI,verified
BNK909652,APP86641480,XXXXXXXX9249,ncnc0963763,kotak bank,Verified
BNK404438,APP00430330,XXXXXXXX5911,MJUH0231751,ICICI BANK,Verified
BNK145492,APP26399611,XXXXXXXX6766,WJFJ0474733,Axis Bank,verified
BNK381246,APP09328511,XXXXXXXX6702,QGIQ0812371,icici bank,verified
BNK522934,APP17361889,XXXXXXXX5821,EERT0617503,SBI,verified
BNK785906,APP29787251,XXXXXXXX5343,FZYN0919419,Axis Bank,Verified
BNK578282,APP23745663,XXXXXXXX6457,WYUB0482274,Kotak Mahindra,verified
BNK274607,APP77589358,XXXXXXXX1939,DHOO0491708,icici bank,Verified
BNK773706,APP85161054,XXXXXXXX1667,BBGM0212476,ICICI Bank,Verified
BNK839166,APP45983780,XXXXXXXX9956,CFOO0230607,hdfc bank,verified
BNK202498,APP63573155,XXXXXXXX1102,TQJC0363501,axis bank,verified
BNK971699,APP05813738,XXXXXXXX4951,IHDV0997957,Hdfc bank Ltd,Verified
BNK536948,APP62022544,XXXXXXXX4972,DROW0797292,ICICI Bank,Verified
BNK577393,APP58728131,XXXXXXXX8406,darb0672662,punjab national bank,verified
BNK870477,APP02682615,XXXXXXXX8938,ACKF0945293,Kotak Mahindra,Verified
BNK728882,APP17655785,XXXXXXXX9462,poig0848164,Kotak Mahindra Bank,Verified
BNK613069,APP78282430,XXXXXXXX9101,DFDT0300464,State Bank of India,Verified
BNK441912,APP96288990,XXXXXXXX6450,VYAJ0774951,ICICI Bank,verified
BNK253031,APP47292603,XXXXXXXX3506,SEUL0782417,Kotak Mahindra,verified
BNK820296,APP04285304,XXXXXXXX2098,WRYS0917215,kotak bank,Verified
BNK408758,APP65413949,XXXXXXXX2494,INUB0285997,state bank of india,Verified
BNK455143,APP75016298,XXXXXXXX5333,RGJI0050984,Punjab National Bank,Verified
BNK455453,APP90995199,XXXXXXXX9021,GBRU0068489,ICICI Bank,verified
BNK911311,APP26579691,XXXXXXXX4224,ISOK0663769,Kotak Mahindra,Verified
BNK401381,APP30509728,XXXXXXXX3248,DLCM0890630,ICICI Bank,verified
BNK187916,APP37875901,XXXXXXXX3579,AHXO0306126,PNB,Verified
BNK848947,APP38448455,XXXXXXXX4156,YPLM0684671,S.B.I.,verified
BNK188880,APP82819479,XXXXXXXX4485,ONSH0947230,ICICI Bank,Verified
BNK640152,APP75323668,XXXXXXXX9530,RKBJ0391099,ICICI BANK,verified
BNK191137,APP42654619,XXXXXXXX9046,GMIP0551804,Kotak Mahindra,Verified
BNK984757,APP92209965,XXXXXXXX9152,OGRA0424494,Axis Bank,Verified
BNK079935,APP26549540,XXXXXXXX6205,ABHF0332825,icici bank,Verified
BNK601991,APP92503036,XXXXXXXX3112,DMJC0847232,kotak bank,Verified
BNK558503,APP67023468,XXXXXXXX4481,YMFM0282007,hdfc bank,verified
BNK661318,APP40403310,XXXXXXXX2988,OAAC0454051,axis bank,verified
BNK952878,APP08923861,XXXXXXXX2816,HRTG0531954,Hdfc bank Ltd,verified
BNK853696,APP90627029,XXXXXXXX0746,JPYY0597242,AXIS BANK,Verified
BNK695053,APP64951047,XXXXXXXX6769,SXGX0055920,HDFC Bank,Verified
BNK755156,APP67244448,XXXXXXXX9011,SFXP0325439,state bank of india,verified
BNK145913,APP60678003,XXXXXXXX0443,RDPE0331964,PNB,Verified
BNK138989,APP77511882,XXXXXXXX2882,EANW0275718,ICICI BANK,verified
BNK195415,APP33505789,XXXXXXXX8910,OZLI0919226,icici bank,Verified
BNK529470,APP49399284,XXXXXXXX5730,VZHT0304303,S.B.I.,verified
BNK338286,APP38853371,XXXXXXXX9228,lgbv0594547,hdfc bank,Verified
BNK309449,APP93579304,XXXXXXXX5785,YJUO0930169,AXIS BANK,verified
BNK642061,APP16544605,XXXXXXXX9179,MDYB0360160,Kotak Mahindra Bank,Verified
BNK012924,APP63967546,XXXXXXXX7189,BDJI0587519,Punjab National Bank,verified
BNK765913,APP06667878,XXXXXXXX5121,JHZO0104803,icici bank,Verified
BNK019940,APP73252155,XXXXXXXX5236,ILCO0885374,kotak bank,verified
BNK793409,APP08711371,XXXXXXXX5498,TCQV0661199,Kotak Mahindra,Verified
BNK500815,APP46222013,XXXXXXXX4838,BWTW0927075,axis bank,Verified
BNK014433,APP63767356,XXXXXXXX7183,AUKX0778025,hdfc bank,Verified
BNK099075,APP67495945,XXXXXXXX2478,XLIK0564668,kotak bank,verified
BNK111442,APP40844471,XXXXXXXX1569,DQHA0598658,icici bank,Verified
BNK696924,APP64873703,XXXXXXXX5824,XPTG0826070,hdfc bank,verified
BNK376235,APP58523231,XXXXXXXX2819,DHTT0322778,Axis Bank,verified
BNK725389,APP34395060,XXXXXXXX3464,XDCK0501542,Punjab National Bank,verified
BNK344021,APP94902815,XXXXXXXX0083,ANJB0052813,S.B.I.,Verified
BNK156297,APP27236016,XXXXXXXX7311,ZMPZ0148621,Kotak Mahindra,Verified
BNK155775,APP17324272,XXXXXXXX6622,GXJW0175670,HDFC BANK,Verified
BNK560294,APP61766960,XXXXXXXX7723,AKPS0653190,Kotak Mahindra Bank,verified
BNK829512,APP77843601,XXXXXXXX8519,iprc0923218,Axis Bank,verified
BNK621718,APP74830112,XXXXXXXX5532,NLJS0127570,kotak bank,verified
BNK882757,APP41797287,XXXXXXXX8111,SYWC0110213,kotak bank,Verified
BNK492277,APP22806084,XXXXXXXX2281,PRJC0580589,Hdfc bank Ltd,verified
BNK725453,APP42623765,XXXXXXXX9906,URFG0582524,PNB,verified
BNK969007,APP74705999,XXXXXXXX9522,RBEA0950302,icici bank,Verified
BNK939359,APP61858331,XXXXXXXX6910,RNZC0295408,Axis Bank,verified
BNK130046,APP58638707,XXXXXXXX0483,utbn0230448,State Bank of India,verified
BNK854346,APP73159702,XXXXXXXX1938,CRFG0260037,AXIS BANK,Verified
BNK371829,APP52785883,XXXXXXXX6198,PPTP0975703,icici bank,Verified
BNK759037,APP76809051,XXXXXXXX5653,MKEJ0480847,Kotak Mahindra,Verified
BNK618065,APP76578918,XXXXXXXX3794,RYPU0064639,AXIS BANK,Verified
BNK800078,APP12653911,XXXXXXXX6972,KKXU0783842,Punjab National Bank,Verified
BNK710878,APP58538326,XXXXXXXX6271,XIQW0968285,Kotak Mahindra,verified
BNK796640,APP62551587,XXXXXXXX2691,AWHQ0995560,kotak bank,verified
BNK761079,APP94856742,XXXXXXXX9388,CKZF0813169,HDFC Bank,Verified
BNK090821,APP88160823,XXXXXXXX9507,YAYQ0649332,hdfc bank,verified
BNK799743,APP87932837,XXXXXXXX0961,MDZO0946849,ICICI Bank,Verified
BNK259961,APP48318357,XXXXXXXX4524,ELNN0649821,Kotak Mahindra Bank,Verified
BNK815884,APP28199796,XXXXXXXX0450,GSYS0113560,Kotak Mahindra,verified
BNK501946,APP89285564,XXXXXXXX7858,chpl0705449,Hdfc bank Ltd,verified
BNK884695,APP48514615,XXXXXXXX4796,UAZP0008700,Axis Bank,verified
BNK163896,APP03529705,XXXXXXXX8532,FQHG0199756,Icici Bank Ltd,verified
BNK746495,APP84263999,XXXXXXXX0481,jbun0150473,Icici Bank Ltd,Verified
BNK532150,APP14854804,XXXXXXXX4951,IGSP0734766,PNB,verified
BNK786544,APP96875441,XXXXXXXX8685,WFHE0405513,ICICI BANK,Verified
BNK442269,APP52280557,XXXXXXXX7498,LJAD0386057,ICICI Bank,verified
BNK906248,APP68714913,XXXXXXXX0858,cqqm0919235,AXIS BANK,Verified
BNK397504,APP66924174,XXXXXXXX6001,NRMQ0391731,Icici Bank Ltd,verified
BNK116047,APP69680108,XXXXXXXX0071,TAPB0950648,state bank of india,Verified
BNK581923,APP68474596,XXXXXXXX3736,SPXY0699602,HDFC Bank,verified
BNK711197,APP50947488,XXXXXXXX2849,WZSL0057398,Axis Bank,verified
BNK483249,APP18264494,XXXXXXXX6352,BXBZ0642978,Kotak Mahindra Bank,Verified
BNK587103,APP78116930,XXXXXXXX7459,AXXR0161147,icici bank,verified
BNK100652,APP62570570,XXXXXXXX6708,GHWG0664013,HDFC BANK,Verified
BNK695118,APP96532880,XXXXXXXX9109,ZPEH0998141,Kotak Mahindra,verified
BNK644837,APP27727326,XXXXXXXX0816,YTHF0365622,Punjab National Bank,verified
BNK084812,APP32542863,XXXXXXXX8148,XOQQ0378866,axis bank,verified
BNK268630,APP74462403,XXXXXXXX0363,HNNY0819126,Kotak Mahindra,Verified
BNK478502,APP21555319,XXXXXXXX0615,SFDK0454422,ICICI BANK,verified
BNK282356,APP94309905,XXXXXXXX3175,MSKC0496426,HDFC Bank,Verified
BNK646894,APP14568490,XXXXXXXX2661,UPDQ0173922,Axis Bank,verified
BNK323128,APP51618484,XXXXXXXX5014,LMFQ0391732,State Bank of India,verified
BNK699537,APP07678308,XXXXXXXX0101,GFVW0709014,Axis Bank,verified
BNK685400,APP09946234,XXXXXXXX6658,ICTR0047142,HDFC Bank,Verified
BNK866516,APP79594316,XXXXXXXX1713,TJRK0473426,HDFC BANK,verified
BNK558168,APP28347983,XXXXXXXX6376,TZGP0709568,Kotak Mahindra,verified
BNK258115,APP30153656,XXXXXXXX1550,MZLQ0042858,PNB,Verified
BNK684744,APP78899875,XXXXXXXX1127,ylai0362552,AXIS BANK,Verified
BNK005992,APP62812654,XXXXXXXX7191,IRVA0795804,Axis Bank,Verified
BNK102014,APP76942215,XXXXXXXX9101,GOEO0789737,punjab national bank,Verified
BNK223641,APP60879830,XXXXXXXX3557,VSAM0326889,AXIS BANK,verified
BNK566071,APP04043074,XXXXXXXX4046,ITJP0611647,Punjab National Bank,verified
BNK923360,APP80426802,XXXXXXXX9275,UXOR0479471,Icici Bank Ltd,verified
BNK611139,APP61929822,XXXXXXXX2874,QZRC0231013,HDFC Bank,verified
BNK634454,APP72021390,XXXXXXXX3207,ZQQN0476916,ICICI Bank,verified
BNK219085,APP89382259,XXXXXXXX7713,VRAS0851469,Kotak Mahindra,verified
BNK344660,APP42554156,XXXXXXXX1757,VALX0547604,kotak bank,verified
BNK204819,APP42741705,XXXXXXXX7623,SXCV0728564,ICICI BANK,Verified
BNK514094,APP38177358,XXXXXXXX4729,LCCJ0413055,ICICI BANK,Verified
BNK264860,APP81453535,XXXXXXXX9753,LLRR0596898,axis bank,verified
BNK862008,APP85436940,XXXXXXXX1749,CLXQ0936499,State Bank of India,Verified
BNK423414,APP35231966,XXXXXXXX2188,ZUEQ0665364,Axis Bank,Verified
BNK059765,APP39183378,XXXXXXXX7356,YFMC0975604,SBI,verified
BNK341853,APP95466396,XXXXXXXX3673,UEME0220229,SBI,verified
BNK220977,APP89121315,XXXXXXXX4244,KLWG0971834,kotak bank,Verified
BNK077408,APP05880537,XXXXXXXX5343,XAEF0918732,Kotak Mahindra,verified
BNK227514,APP55612833,XXXXXXXX8994,PIZV0174571,AXIS BANK,Verified
BNK233185,APP48340114,XXXXXXXX1062,YLAC0021195,SBI,verified
BNK746480,APP50316446,XXXXXXXX0730,UJOQ0476538,ICICI Bank,Verified
BNK419336,APP64603613,XXXXXXXX4323,QELQ0946325,HDFC BANK,Verified
BNK940796,APP33588023,XXXXXXXX6936,RHYV0918736,Kotak Mahindra Bank,Verified
BNK235618,APP40648644,XXXXXXXX1466,UIDK0742307,Hdfc bank Ltd,verified
BNK880830,APP07654778,XXXXXXXX3009,EDIA0767838,Axis Bank,verified
BNK832477,APP45555367,XXXXXXXX7465,CKYW0636085,SBI,Verified
BNK433512,APP19642060,XXXXXXXX9606,WLCN0016577,kotak bank,verified
BNK682432,APP20153421,XXXXXXXX4759,BJQP0037426,State Bank of India,Verified
BNK704925,APP33718943,XXXXXXXX8682,YIGL0568542,Punjab National Bank,Verified
BNK958199,APP65554365,XXXXXXXX6941,MAXM0310671,Kotak Mahindra Bank,verified
BNK834500,APP91857462,XXXXXXXX7866,SMHW0395360,AXIS BANK,Verified
BNK468231,APP10793759,XXXXXXXX7187,VYZY0640624,S.B.I.,Verified
BNK312413,APP61051125,XXXXXXXX6065,YDCI0204680,S.B.I.,verified
BNK650918,APP38672870,XXXXXXXX8597,TKJL0347186,Kotak Mahindra,Verified
BNK382791,APP97569196,XXXXXXXX9366,UCIQ0408695,Kotak Mahindra,verified
BNK197858,APP50325473,XXXXXXXX5168,UZCD0326832,Hdfc bank Ltd,Verified
BNK030334,APP42824650,XXXXXXXX9568,CEJP0612122,icici bank,Verified
BNK680594,APP37804146,XXXXXXXX8450,XWGY0501227,AXIS BANK,verified
BNK827475,APP22546601,XXXXXXXX3419,RISA0645533,State Bank of India,verified
BNK067410,APP56034288,XXXXXXXX8280,NIMP0042119,punjab national bank,Verified
BNK396191,APP13100902,XXXXXXXX9938,VABK0690772,axis bank,Verified
BNK753171,APP23314785,XXXXXXXX7931,ZXFC0409647,AXIS BANK,Verified
BNK888683,APP85790587,XXXXXXXX3332,VIIS0135246,Kotak Mahindra,verified
BNK562599,APP97941157,XXXXXXXX7554,tpio0627359,Icici Bank Ltd,Verified
BNK366032,APP92400257,XXXXXXXX0959,paar0060484,S.B.I.,verified
BNK500869,APP76407395,XXXXXXXX8983,YGWC0283304,Axis Bank,verified
BNK379401,APP08643034,XXXXXXXX7290,ZBHT0971664,Kotak Mahindra,verified
BNK986215,APP40351230,XXXXXXXX6281,HPOY0891703,state bank of india,Verified
BNK834065,APP26625610,XXXXXXXX9580,KLZP0063149,PNB,verified
BNK069937,APP77021860,XXXXXXXX1482,NUNE0948958,State Bank of India,Verified
BNK377379,APP75911970,XXXXXXXX0048,XHBM0736956,Punjab National Bank,verified
BNK784281,APP72217656,XXXXXXXX7166,GAPA0992107,Icici Bank Ltd,Verified
BNK029214,APP80977821,XXXXXXXX1010,MTHO0743589,S.B.I.,verified
BNK773088,APP53472841,XXXXXXXX9232,FPKF0729968,icici bank,verified
BNK811965,APP40085426,XXXXXXXX0755,DPXM0622182,icici bank,Verified
BNK150884,APP29216761,XXXXXXXX5202,RRJL0141928,punjab national bank,verified
BNK709869,APP55645796,XXXXXXXX6740,QCHC0534216,Punjab National Bank,verified
BNK885385,APP15201217,XXXXXXXX5742,OVDV0520786,ICICI Bank,Verified
BNK397190,APP95445906,XXXXXXXX2093,ZATQ0890868,Hdfc bank Ltd,verified
BNK540706,APP72246554,XXXXXXXX8797,PVHE0847244,State Bank of India,verified
BNK604668,APP86756649,XXXXXXXX2159,VOSE0854446,Punjab National Bank,Verified
BNK373688,APP98903631,XXXXXXXX5684,MUAP0217053,kotak bank,verified
BNK676824,APP40652047,XXXXXXXX8806,IXZW0292112,ICICI Bank,Verified
BNK450205,APP62319028,XXXXXXXX1918,NHPS0490156,Kotak Mahindra Bank,Verified
BNK377824,APP99222840,XXXXXXXX1773,YBTB0769773,HDFC Bank,verified
BNK460262,APP92513597,XXXXXXXX7791,ZWGJ0597298,HDFC Bank,verified
BNK730616,APP87225001,XXXXXXXX5840,KIJC0998210,kotak bank,verified
BNK808679,APP23262071,XXXXXXXX4081,XGHI0031662,Hdfc bank Ltd,verified
BNK701146,APP36822780,XXXXXXXX2419,BJMI0337895,State Bank of India,verified
BNK878393,APP10926163,XXXXXXXX6104,CFUM0696434,State Bank of India,Verified
BNK101957,APP68472042,XXXXXXXX4510,BKXN0906951,S.B.I.,verified
BNK303630,APP05663376,XXXXXXXX0716,QWQE0850656,Kotak Mahindra Bank,verified
BNK245333,APP16927252,XXXXXXXX4723,TSWE0950594,ICICI BANK,Verified
BNK806639,APP37964452,XXXXXXXX2990,KYPJ0947545,axis bank,verified
BNK889454,APP43382543,XXXXXXXX5578,FEEK0311446,Hdfc bank Ltd,verified
BNK423535,APP69096252,XXXXXXXX7162,XCPR0567293,Icici Bank Ltd,verified
BNK564390,APP51650272,XXXXXXXX9591,BTML0853997,State Bank of India,Verified
BNK237432,APP70285463,XXXXXXXX4569,AOST0062572,Kotak Mahindra,Verified
BNK914766,APP60990522,XXXXXXXX7034,GTTC0863694,hdfc bank,verified
BNK459791,APP38608198,XXXXXXXX0260,YCOS0182780,Kotak Mahindra,verified
BNK130618,APP92391494,XXXXXXXX6666,ULLR0532641,hdfc bank,verified
BNK498090,APP59502278,XXXXXXXX2170,NVNZ0231142,PNB,verified
BNK651340,APP17985684,XXXXXXXX8009,SBXQ0102420,Punjab National Bank,verified
BNK041521,APP58079281,XXXXXXXX7977,OGRA0557339,Kotak Mahindra Bank,verified
BNK799770,APP19996732,XXXXXXXX7835,ALJA0471160,Kotak Mahindra,Verified
BNK373172,APP67306591,XXXXXXXX3937,XXFB0028076,AXIS BANK,Verified
BNK519643,APP38869336,XXXXXXXX5884,DDTY0175257,HDFC Bank,verified
BNK798841,APP50278171,XXXXXXXX1490,CYBN0996686,PNB,Verified
BNK035466,APP95488653,XXXXXXXX7283,AUUH0247201,ICICI BANK,verified
BNK599309,APP80371406,XXXXXXXX0532,ASNR0229619,Axis Bank,Verified
BNK839785,APP68887555,XXXXXXXX6330,PNZX0476419,Kotak Mahindra,verified
BNK575412,APP55187415,XXXXXXXX0593,FXGY0261152,ICICI BANK,verified
BNK675425,APP41988709,XXXXXXXX3582,USVW0909059,hdfc bank,Verified
BNK431426,APP74914555,XXXXXXXX8334,TYYB0080794,ICICI Bank,Verified
BNK439774,APP14742267,XXXXXXXX8702,XRSL0171825,HDFC Bank,Verified
BNK923771,APP55642124,XXXXXXXX7012,oeli0549992,icici bank,Verified
BNK974568,APP86068550,XXXXXXXX5807,MHGZ0838736,ICICI Bank,verified
BNK222875,APP29495108,XXXXXXXX0184,LHAO0245720,hdfc bank,Verified
BNK651210,APP27256276,XXXXXXXX7397,SEKZ0989593,icici bank,verified
